ID              SYMBOL       
ENSG00000223572 CKMT1B       
ENSG00000223621 AK4P4        
ENSG00000223680 DDR1         
ENSG00000223963 PRKRIRP8     
ENSG00000224398 CSNK2B       
ENSG00000224774 CSNK2B       
ENSG00000224882 IKBKGP1      
ENSG00000225585 IPPKP1       
ENSG00000225735 NEK4P1       
ENSG00000225944 RIOK3P1      
ENSG00000226020 CDK2AP2P3    
ENSG00000226033 STK19        
ENSG00000226049 TLK2P1       
ENSG00000226075 PHKG1P1      
ENSG00000226257 STK19        
ENSG00000226262 PHKBP1       
ENSG00000226555 AGKP1        
ENSG00000226783 TLK1P1       
ENSG00000227284 MARK2P10     
ENSG00000227412 STK33P1      
ENSG00000227473 TSSK5P1      
ENSG00000227882 PRKRIRP6     
ENSG00000227972 PRKRIRP3     
ENSG00000228645 PHKG1P2      
ENSG00000228815 MARK2P13     
ENSG00000228816 AK3P5        
ENSG00000228868 MYLKP1       
ENSG00000228875 CSNK2B       
ENSG00000229435 PIP5K1P2     
ENSG00000229508 PHKG1P4      
ENSG00000229708 MARK2P12     
ENSG00000229767 DDR1         
ENSG00000229894 GK3P         
ENSG00000230042 AK3P3        
ENSG00000230354 STK19P       
ENSG00000230456 DDR1         
ENSG00000230564 CALM1P2      
ENSG00000230665 PRKRIRP1     
ENSG00000230700 CSNK2B       
ENSG00000231086 TSSK1A       
ENSG00000231234 SKP1P1       
ENSG00000232149 FERP1        
ENSG00000232553 CLK2P        
ENSG00000232709 MARK2P9      
ENSG00000232882 PHKA1P1      
ENSG00000232960 CSNK2B       
ENSG00000233381 AK4P3        
ENSG00000234059 CASKP1       
ENSG00000234078 DDR1         
ENSG00000234299 CDK2AP2P1    
ENSG00000234947 STK19        
ENSG00000235462 TAB3P1       
ENSG00000235606 AK4P6        
ENSG00000236250 STK19        
ENSG00000237263 MAPK6PS3     
ENSG00000237289 CKMT1A       
ENSG00000237289 CKMT1B       
ENSG00000237451 CDK2AP2P2    
ENSG00000239439 RFKP2        
ENSG00000239503 MARK2P8      
ENSG00000239672 NME1         
ENSG00000241973 PI4KA        
ENSG00000241978 AKAP2        
ENSG00000242062 MARK2P6      
ENSG00000242272 AK2P2        
ENSG00000243364 EFNA4        
ENSG00000243444 PALM2        
ENSG00000243678 NME2         
ENSG00000243915 PRKRIRP2     
ENSG00000244274 DBNDD2       
ENSG00000247596 TWF2         
ENSG00000248320 PRKRIRP9     
ENSG00000248333 CDK11B       
ENSG00000248722 AK3P4        
ENSG00000248834 MARK2P5      
ENSG00000248989 STK19P       
ENSG00000249410 AK4P2        
ENSG00000249480 STK19P       
ENSG00000250115 AK3P2        
ENSG00000250162 CSNK1A1P3    
ENSG00000250372 MARK2P4      
ENSG00000250506 CDK3         
ENSG00000250535 STK19P       
ENSG00000250972 CKS1BP5      
ENSG00000253729 PRKDC        
ENSG00000253743 MARK2P11     
ENSG00000253919 PRKRIRP7     
ENSG00000254013 MAP2K1P1     
ENSG00000254087 LYN          
ENSG00000254331 CKS1BP7      
ENSG00000254465 PRKRIRP4     
ENSG00000254598 CSNK2A1P     
ENSG00000255056 BAIAP2L1     
ENSG00000258467 PHKBP2       
ENSG00000259205 PRKXP1       
ENSG00000259581 TYRO3P       
ENSG00000260463 MAPK15       
ENSG00000260889 CKBP1        
NO_ENSEMBL_ID   AK2P1        
NO_ENSEMBL_ID   AK3P6        
NO_ENSEMBL_ID   AK4P1        
NO_ENSEMBL_ID   AURKAPS2     
NO_ENSEMBL_ID   AURKBPS1     
NO_ENSEMBL_ID   CDK4PS       
NO_ENSEMBL_ID   CDK5PS       
NO_ENSEMBL_ID   CDK7PS       
NO_ENSEMBL_ID   CDK8PS       
NO_ENSEMBL_ID   CKBE         
NO_ENSEMBL_ID   CKS1BP1      
NO_ENSEMBL_ID   CKS1BP2      
NO_ENSEMBL_ID   CKS1BP3      
NO_ENSEMBL_ID   CKS1BP4      
NO_ENSEMBL_ID   CSNK1A1P2    
NO_ENSEMBL_ID   DM1          
NO_ENSEMBL_ID   G7P1         
NO_ENSEMBL_ID   GK4P         
NO_ENSEMBL_ID   GK6P         
NO_ENSEMBL_ID   GUK2         
NO_ENSEMBL_ID   LOC100101119 
NO_ENSEMBL_ID   LOC100128817 
NO_ENSEMBL_ID   LOC100128834 
NO_ENSEMBL_ID   LOC100128939 
NO_ENSEMBL_ID   LOC100129843 
NO_ENSEMBL_ID   LOC100129948 
NO_ENSEMBL_ID   LOC100130466 
NO_ENSEMBL_ID   LOC100130500 
NO_ENSEMBL_ID   LOC100130664 
NO_ENSEMBL_ID   LOC100130849 
NO_ENSEMBL_ID   LOC100131078 
NO_ENSEMBL_ID   LOC100131459 
NO_ENSEMBL_ID   LOC100131680 
NO_ENSEMBL_ID   LOC100131770 
NO_ENSEMBL_ID   LOC100132086 
NO_ENSEMBL_ID   LOC100133160 
NO_ENSEMBL_ID   LOC100133591 
NO_ENSEMBL_ID   LOC100271836 
NO_ENSEMBL_ID   LOC100271842 
NO_ENSEMBL_ID   LOC100287072 
NO_ENSEMBL_ID   LOC100287419 
NO_ENSEMBL_ID   LOC100288962 
NO_ENSEMBL_ID   LOC100289207 
NO_ENSEMBL_ID   LOC100289749 
NO_ENSEMBL_ID   LOC100313968 
NO_ENSEMBL_ID   LOC100418685 
NO_ENSEMBL_ID   LOC100418686 
NO_ENSEMBL_ID   LOC100418687 
NO_ENSEMBL_ID   LOC100418693 
NO_ENSEMBL_ID   LOC100418694 
NO_ENSEMBL_ID   LOC100418961 
NO_ENSEMBL_ID   LOC100419074 
NO_ENSEMBL_ID   LOC100419075 
NO_ENSEMBL_ID   LOC100419318 
NO_ENSEMBL_ID   LOC100419356 
NO_ENSEMBL_ID   LOC100419416 
NO_ENSEMBL_ID   LOC100419668 
NO_ENSEMBL_ID   LOC100419758 
NO_ENSEMBL_ID   LOC100419821 
NO_ENSEMBL_ID   LOC100419851 
NO_ENSEMBL_ID   LOC100419901 
NO_ENSEMBL_ID   LOC100419916 
NO_ENSEMBL_ID   LOC100419969 
NO_ENSEMBL_ID   LOC100420035 
NO_ENSEMBL_ID   LOC100420480 
NO_ENSEMBL_ID   LOC100420576 
NO_ENSEMBL_ID   LOC100420990 
NO_ENSEMBL_ID   LOC100421108 
NO_ENSEMBL_ID   LOC100421194 
NO_ENSEMBL_ID   LOC100421425 
NO_ENSEMBL_ID   LOC100421494 
NO_ENSEMBL_ID   LOC100421499 
NO_ENSEMBL_ID   LOC100421503 
NO_ENSEMBL_ID   LOC100421504 
NO_ENSEMBL_ID   LOC100421505 
NO_ENSEMBL_ID   LOC100421508 
NO_ENSEMBL_ID   LOC100421511 
NO_ENSEMBL_ID   LOC100421536 
NO_ENSEMBL_ID   LOC100421550 
NO_ENSEMBL_ID   LOC100421558 
NO_ENSEMBL_ID   LOC100421583 
NO_ENSEMBL_ID   LOC100421602 
NO_ENSEMBL_ID   LOC100421784 
NO_ENSEMBL_ID   LOC100421925 
NO_ENSEMBL_ID   LOC100422375 
NO_ENSEMBL_ID   LOC100422398 
NO_ENSEMBL_ID   LOC100422399 
NO_ENSEMBL_ID   LOC100422438 
NO_ENSEMBL_ID   LOC100422558 
NO_ENSEMBL_ID   LOC100499399 
NO_ENSEMBL_ID   LOC100505582 
NO_ENSEMBL_ID   LOC100505837 
NO_ENSEMBL_ID   LOC100506332 
NO_ENSEMBL_ID   LOC100506859 
NO_ENSEMBL_ID   LOC100507504 
NO_ENSEMBL_ID   LOC100507526 
NO_ENSEMBL_ID   LOC100508750 
NO_ENSEMBL_ID   LOC100508755 
NO_ENSEMBL_ID   LOC100508782 
NO_ENSEMBL_ID   LOC100509005 
NO_ENSEMBL_ID   LOC100509510 
NO_ENSEMBL_ID   LOC100509540 
NO_ENSEMBL_ID   LOC100509672 
NO_ENSEMBL_ID   LOC100509694 
NO_ENSEMBL_ID   LOC100509916 
NO_ENSEMBL_ID   LOC100509979 
NO_ENSEMBL_ID   LOC100510069 
NO_ENSEMBL_ID   LOC100510195 
NO_ENSEMBL_ID   LOC100510583 
NO_ENSEMBL_ID   LOC100533629 
NO_ENSEMBL_ID   LOC100533662 
NO_ENSEMBL_ID   LOC100533754 
NO_ENSEMBL_ID   LOC100533755 
NO_ENSEMBL_ID   LOC100533794 
NO_ENSEMBL_ID   LOC100533795 
NO_ENSEMBL_ID   LOC100533797 
NO_ENSEMBL_ID   LOC100533849 
NO_ENSEMBL_ID   LOC100533853 
NO_ENSEMBL_ID   LOC100533949 
NO_ENSEMBL_ID   LOC100533950 
NO_ENSEMBL_ID   LOC100533951 
NO_ENSEMBL_ID   LOC100631260 
NO_ENSEMBL_ID   LOC100631261 
NO_ENSEMBL_ID   LOC139201    
NO_ENSEMBL_ID   LOC139952    
NO_ENSEMBL_ID   LOC145908    
NO_ENSEMBL_ID   LOC158948    
NO_ENSEMBL_ID   LOC344382    
NO_ENSEMBL_ID   LOC389948    
NO_ENSEMBL_ID   LOC390877    
NO_ENSEMBL_ID   LOC391349    
NO_ENSEMBL_ID   LOC391533    
NO_ENSEMBL_ID   LOC391722    
NO_ENSEMBL_ID   LOC392226    
NO_ENSEMBL_ID   LOC392265    
NO_ENSEMBL_ID   LOC392543    
NO_ENSEMBL_ID   LOC400026    
NO_ENSEMBL_ID   LOC402408    
NO_ENSEMBL_ID   LOC407835    
NO_ENSEMBL_ID   LOC440354    
NO_ENSEMBL_ID   LOC442156    
NO_ENSEMBL_ID   LOC595101    
NO_ENSEMBL_ID   LOC641298    
NO_ENSEMBL_ID   LOC642355    
NO_ENSEMBL_ID   LOC642490    
NO_ENSEMBL_ID   LOC643586    
NO_ENSEMBL_ID   LOC644172    
NO_ENSEMBL_ID   LOC644233    
NO_ENSEMBL_ID   LOC645163    
NO_ENSEMBL_ID   LOC646012    
NO_ENSEMBL_ID   LOC646114    
NO_ENSEMBL_ID   LOC646214    
NO_ENSEMBL_ID   LOC646505    
NO_ENSEMBL_ID   LOC646801    
NO_ENSEMBL_ID   LOC648774    
NO_ENSEMBL_ID   LOC651610    
NO_ENSEMBL_ID   LOC651921    
NO_ENSEMBL_ID   LOC652797    
NO_ENSEMBL_ID   LOC728098    
NO_ENSEMBL_ID   LOC728622    
NO_ENSEMBL_ID   LOC729513    
NO_ENSEMBL_ID   LOC731751    
NO_ENSEMBL_ID   LOC731755    
NO_ENSEMBL_ID   MAPK6PS1     
NO_ENSEMBL_ID   MAPK6PS5     
NO_ENSEMBL_ID   MAPK6PS6     
NO_ENSEMBL_ID   MAPK8IPP     
NO_ENSEMBL_ID   MARCKSP1     
NO_ENSEMBL_ID   MARK2P1      
NO_ENSEMBL_ID   MARK2P2      
NO_ENSEMBL_ID   MARK2P3      
NO_ENSEMBL_ID   MARK2P7      
NO_ENSEMBL_ID   MOBKL1A      
NO_ENSEMBL_ID   MOBKL1B      
NO_ENSEMBL_ID   MOBKL1BP1    
NO_ENSEMBL_ID   MOBKL1BP2    
NO_ENSEMBL_ID   MOBKL2A      
NO_ENSEMBL_ID   MOBKL2B      
NO_ENSEMBL_ID   MOBKL2C      
NO_ENSEMBL_ID   MYHK         
NO_ENSEMBL_ID   NAMA         
NO_ENSEMBL_ID   NEK4P2       
NO_ENSEMBL_ID   NEK4P3       
NO_ENSEMBL_ID   PDPK2        
NO_ENSEMBL_ID   PGK1P1       
NO_ENSEMBL_ID   PGK1P2       
NO_ENSEMBL_ID   PHKG1P3      
NO_ENSEMBL_ID   PHOCN        
NO_ENSEMBL_ID   PIK3R1OS     
NO_ENSEMBL_ID   PPIP5K1P1    
NO_ENSEMBL_ID   PRKAR1AP     
NO_ENSEMBL_ID   PRKRAP1      
NO_ENSEMBL_ID   PRKRIRP10    
NO_ENSEMBL_ID   PRKXP2       
NO_ENSEMBL_ID   RAGE         
NO_ENSEMBL_ID   ROCK1P1      
NO_ENSEMBL_ID   RPS6KB3      
NO_ENSEMBL_ID   RYKP1        
NO_ENSEMBL_ID   SGK110       
NO_ENSEMBL_ID   SKP1P2       
NO_ENSEMBL_ID   SRPK2P       
NO_ENSEMBL_ID   STK16P1      
NO_ENSEMBL_ID   TLK2P2       
NO_ENSEMBL_ID   TSSK5P2      
NO_ENSEMBL_ID   TWF1P1       
NO_ENSEMBL_ID   TWF1P2       
NO_ENSEMBL_ID   UCKL1-AS1    
